item_1,item_2
narq_16,quantity_potential_partner
narq_16,relationship_importance
narq_16,relationship_importance_partner
narq_16,partner_attractiveness_longterm
narq_16,partner_attractiveness_shortterm
narq_16,partner_attractiveness_face
narq_16,partner_attractiveness_body
narq_16,attractiveness_warmth
narq_16,partner_attractiveness_trust
narq_16,partner_sexiness
narq_16,partner_strength
narq_16,partner_feel_safe
narq_16,spms_self_1
narq_16,spms_self_2
narq_16,spms_self_3R
narq_16,soi_r_desire_9
narq_16,soi_r_desire_7
narq_16,soi_r_desire_8
narq_16,relationship_problems
narq_16,relationship_satisfaction_overall
narq_16,relationship_conflict
narq_16,relationship_satisfaction_2
narq_16,relationship_satisfaction_3
narq_16,alternatives_1
narq_16,alternatives_2
narq_16,alternatives_3
narq_16,alternatives_4
narq_16,alternatives_5
narq_16,alternatives_6
narq_16,investment_1
narq_16,investment_2
narq_16,investment_3
narq_16,commitment_1
narq_16,commitment_2
narq_16,commitment_3
narq_16,communal_strength_1
narq_16,communal_strength_2R
narq_16,communal_strength_3
narq_16,communal_strength_4
narq_16,sexual_communal_strength_1
narq_16,sexual_communal_strength_2
narq_16,sexual_communal_strength_3
narq_16,ecr_avo_1R
narq_16,ecr_anx_1
narq_16,ecr_avo_2
narq_16,ecr_anx_2
narq_16,ecr_anx_3
narq_16,ecr_avo_3R
narq_16,ecr_avo_4
narq_16,ecr_anx_4R
narq_16,ecr_avo_5R
narq_16,ecr_anx_5
narq_16,ecr_avo_6
narq_16,ecr_anx_6
bfi_agree_4,bfi_open_1
bfi_agree_4,narq_5
bfi_agree_4,narq_3
bfi_agree_4,bfi_agree_2
bfi_agree_4,pvd_infectability_1
bfi_agree_4,bfi_consc_2r
bfi_agree_4,soi_r_attitude_6r
bfi_agree_4,asendorpf_shyness_4r
bfi_agree_4,bfi_neuro_2r
bfi_agree_4,bfi_open_2
bfi_agree_4,bfi_extra_1
bfi_agree_4,bfi_extra_3
bfi_agree_4,bfi_agree_3r
bfi_agree_4,soi_r_attitude_4
bfi_agree_4,narq_15
bfi_agree_4,bfi_consc_3
bfi_agree_4,soi_r_attitude_5
bfi_agree_4,narq_2
bfi_agree_4,asendorpf_shyness_2
bfi_agree_4,bfi_agree_1r
bfi_agree_4,bfi_consc_1
bfi_agree_4,narq_11
bfi_agree_4,bfi_neuro_1
bfi_agree_4,bfi_extra_2r
bfi_agree_4,bfi_neuro_3
bfi_agree_4,narq_18
bfi_agree_4,bfi_open_3
bfi_agree_4,asendorpf_shyness_5
bfi_agree_4,bfi_extra_4
bfi_agree_4,narq_16
bfi_agree_4,bfi_consc_9r
bfi_agree_4,bfi_neuro_4
bfi_agree_4,bfi_open_4
bfi_agree_4,bfi_extra_5r
bfi_agree_4,bfi_agree_5
bfi_agree_4,narq_1
bfi_agree_4,bfi_consc_4r
bfi_agree_4,bfi_neuro_5r
bfi_agree_4,bfi_open_5
bfi_agree_4,bfi_extra_6
bfi_agree_4,narq_14
bfi_agree_4,bfi_agree_6r
bfi_agree_4,bfi_consc_5
bfi_agree_4,asendorpf_shyness_3r
bfi_agree_4,pvd_germ_aversion_2
bfi_agree_4,pvd_germ_aversion_3R
bfi_agree_4,bfi_neuro_8
bfi_agree_4,pvd_infectability_3R
bfi_agree_4,pvd_germ_aversion_1
bfi_agree_4,feel_safe_walking_dark
bfi_agree_4,feel_safe_violent_crime
bfi_agree_4,feel_safe_sexual_assault
bfi_agree_4,feel_safe_theft
bfi_agree_4,bfi_open_6
bfi_agree_4,narq_17
bfi_agree_4,bfi_extra_7r
bfi_agree_4,bfi_agree_7
bfi_agree_4,narq_4
bfi_agree_4,asendorpf_shyness_1
bfi_agree_4,bfi_consc_6
bfi_agree_4,bfi_neuro_6r
bfi_agree_4,bfi_open_7r
bfi_agree_4,narq_13
bfi_agree_4,bfi_extra_8
bfi_agree_4,bfi_agree_8r
bfi_agree_4,narq_6
bfi_agree_4,bfi_consc_7
bfi_agree_4,bfi_neuro_7
bfi_agree_4,narq_7
bfi_agree_4,bfi_open_8
bfi_agree_4,narq_12
bfi_agree_4,bfi_open_9r
bfi_agree_4,bfi_agree_9
bfi_agree_4,narq_8
bfi_agree_4,bfi_consc_8r
bfi_agree_4,narq_9
bfi_agree_4,narq_10
bfi_agree_4,bfi_open_10
bfi_agree_4,pvd_infectability_2
bfi_agree_4,pvd_germ_aversion_4R
bfi_agree_4,spms_partner_1
bfi_agree_4,spms_partner_2
bfi_agree_4,spms_partner_3R
bfi_agree_4,satisfaction_sexual_intercourse
bfi_agree_4,satisfaction_single_life
bfi_agree_4,investment_potential_partner
bfi_agree_4,quantity_potential_partner
bfi_agree_4,relationship_importance
bfi_agree_4,relationship_importance_partner
bfi_agree_4,partner_attractiveness_longterm
bfi_agree_4,partner_attractiveness_shortterm
bfi_agree_4,partner_attractiveness_face
bfi_agree_4,partner_attractiveness_body
bfi_agree_4,attractiveness_warmth
bfi_agree_4,partner_attractiveness_trust
bfi_agree_4,partner_sexiness
bfi_agree_4,partner_strength
bfi_agree_4,partner_feel_safe
bfi_agree_4,spms_self_1
bfi_agree_4,spms_self_2
bfi_agree_4,spms_self_3R
bfi_agree_4,soi_r_desire_9
bfi_agree_4,soi_r_desire_7
bfi_agree_4,soi_r_desire_8
bfi_agree_4,relationship_problems
bfi_agree_4,relationship_satisfaction_overall
bfi_agree_4,relationship_conflict
bfi_agree_4,relationship_satisfaction_2
bfi_agree_4,relationship_satisfaction_3
bfi_agree_4,alternatives_1
bfi_agree_4,alternatives_2
bfi_agree_4,alternatives_3
bfi_agree_4,alternatives_4
bfi_agree_4,alternatives_5
bfi_agree_4,alternatives_6
bfi_agree_4,investment_1
bfi_agree_4,investment_2
bfi_agree_4,investment_3
bfi_agree_4,commitment_1
bfi_agree_4,commitment_2
bfi_agree_4,commitment_3
bfi_agree_4,communal_strength_1
bfi_agree_4,communal_strength_2R
bfi_agree_4,communal_strength_3
bfi_agree_4,communal_strength_4
bfi_agree_4,sexual_communal_strength_1
bfi_agree_4,sexual_communal_strength_2
bfi_agree_4,sexual_communal_strength_3
bfi_agree_4,ecr_avo_1R
bfi_agree_4,ecr_anx_1
bfi_agree_4,ecr_avo_2
bfi_agree_4,ecr_anx_2
bfi_agree_4,ecr_anx_3
bfi_agree_4,ecr_avo_3R
bfi_agree_4,ecr_avo_4
bfi_agree_4,ecr_anx_4R
bfi_agree_4,ecr_avo_5R
bfi_agree_4,ecr_anx_5
bfi_agree_4,ecr_avo_6
bfi_agree_4,ecr_anx_6
bfi_consc_9r,bfi_open_1
bfi_consc_9r,narq_5
bfi_consc_9r,narq_3
bfi_consc_9r,bfi_agree_2
bfi_consc_9r,pvd_infectability_1
bfi_consc_9r,bfi_consc_2r
bfi_consc_9r,soi_r_attitude_6r
bfi_consc_9r,asendorpf_shyness_4r
bfi_consc_9r,bfi_neuro_2r
bfi_consc_9r,bfi_open_2
bfi_consc_9r,bfi_extra_1
bfi_consc_9r,bfi_extra_3
bfi_consc_9r,bfi_agree_3r
bfi_consc_9r,soi_r_attitude_4
bfi_consc_9r,narq_15
bfi_consc_9r,bfi_consc_3
bfi_consc_9r,soi_r_attitude_5
bfi_consc_9r,narq_2
bfi_consc_9r,asendorpf_shyness_2
bfi_consc_9r,bfi_agree_1r
bfi_consc_9r,bfi_consc_1
bfi_consc_9r,narq_11
bfi_consc_9r,bfi_neuro_1
bfi_consc_9r,bfi_extra_2r
bfi_consc_9r,bfi_neuro_3
bfi_consc_9r,narq_18
bfi_consc_9r,bfi_open_3
bfi_consc_9r,asendorpf_shyness_5
bfi_consc_9r,bfi_extra_4
bfi_consc_9r,narq_16
bfi_consc_9r,bfi_agree_4
bfi_consc_9r,bfi_neuro_4
bfi_consc_9r,bfi_open_4
bfi_consc_9r,bfi_extra_5r
bfi_consc_9r,bfi_agree_5
bfi_consc_9r,narq_1
bfi_consc_9r,bfi_consc_4r
bfi_consc_9r,bfi_neuro_5r
bfi_consc_9r,bfi_open_5
bfi_consc_9r,bfi_extra_6
bfi_consc_9r,narq_14
bfi_consc_9r,bfi_agree_6r
bfi_consc_9r,bfi_consc_5
bfi_consc_9r,asendorpf_shyness_3r
bfi_consc_9r,pvd_germ_aversion_2
bfi_consc_9r,pvd_germ_aversion_3R
bfi_consc_9r,bfi_neuro_8
bfi_consc_9r,pvd_infectability_3R
bfi_consc_9r,pvd_germ_aversion_1
bfi_consc_9r,feel_safe_walking_dark
bfi_consc_9r,feel_safe_violent_crime
bfi_consc_9r,feel_safe_sexual_assault
bfi_consc_9r,feel_safe_theft
bfi_consc_9r,bfi_open_6
bfi_consc_9r,narq_17
bfi_consc_9r,bfi_extra_7r
bfi_consc_9r,bfi_agree_7
bfi_consc_9r,narq_4
bfi_consc_9r,asendorpf_shyness_1
bfi_consc_9r,bfi_consc_6
bfi_consc_9r,bfi_neuro_6r
bfi_consc_9r,bfi_open_7r
bfi_consc_9r,narq_13
bfi_consc_9r,bfi_extra_8
bfi_consc_9r,bfi_agree_8r
bfi_consc_9r,narq_6
bfi_consc_9r,bfi_consc_7
bfi_consc_9r,bfi_neuro_7
bfi_consc_9r,narq_7
bfi_consc_9r,bfi_open_8
bfi_consc_9r,narq_12
bfi_consc_9r,bfi_open_9r
bfi_consc_9r,bfi_agree_9
bfi_consc_9r,narq_8
bfi_consc_9r,bfi_consc_8r
bfi_consc_9r,narq_9
bfi_consc_9r,narq_10
bfi_consc_9r,bfi_open_10
bfi_consc_9r,pvd_infectability_2
bfi_consc_9r,pvd_germ_aversion_4R
bfi_consc_9r,spms_partner_1
bfi_consc_9r,spms_partner_2
bfi_consc_9r,spms_partner_3R
bfi_consc_9r,satisfaction_sexual_intercourse
bfi_consc_9r,satisfaction_single_life
bfi_consc_9r,investment_potential_partner
bfi_consc_9r,quantity_potential_partner
bfi_consc_9r,relationship_importance
bfi_consc_9r,relationship_importance_partner
bfi_consc_9r,partner_attractiveness_longterm
bfi_consc_9r,partner_attractiveness_shortterm
bfi_consc_9r,partner_attractiveness_face
bfi_consc_9r,partner_attractiveness_body
bfi_consc_9r,attractiveness_warmth
bfi_consc_9r,partner_attractiveness_trust
bfi_consc_9r,partner_sexiness
bfi_consc_9r,partner_strength
bfi_consc_9r,partner_feel_safe
bfi_consc_9r,spms_self_1
bfi_consc_9r,spms_self_2
bfi_consc_9r,spms_self_3R
bfi_consc_9r,soi_r_desire_9
bfi_consc_9r,soi_r_desire_7
bfi_consc_9r,soi_r_desire_8
bfi_consc_9r,relationship_problems
bfi_consc_9r,relationship_satisfaction_overall
bfi_consc_9r,relationship_conflict
bfi_consc_9r,relationship_satisfaction_2
bfi_consc_9r,relationship_satisfaction_3
bfi_consc_9r,alternatives_1
bfi_consc_9r,alternatives_2
bfi_consc_9r,alternatives_3
bfi_consc_9r,alternatives_4
bfi_consc_9r,alternatives_5
bfi_consc_9r,alternatives_6
bfi_consc_9r,investment_1
bfi_consc_9r,investment_2
bfi_consc_9r,investment_3
bfi_consc_9r,commitment_1
bfi_consc_9r,commitment_2
bfi_consc_9r,commitment_3
bfi_consc_9r,communal_strength_1
bfi_consc_9r,communal_strength_2R
bfi_consc_9r,communal_strength_3
bfi_consc_9r,communal_strength_4
bfi_consc_9r,sexual_communal_strength_1
bfi_consc_9r,sexual_communal_strength_2
bfi_consc_9r,sexual_communal_strength_3
bfi_consc_9r,ecr_avo_1R
bfi_consc_9r,ecr_anx_1
bfi_consc_9r,ecr_avo_2
bfi_consc_9r,ecr_anx_2
bfi_consc_9r,ecr_anx_3
bfi_consc_9r,ecr_avo_3R
bfi_consc_9r,ecr_avo_4
bfi_consc_9r,ecr_anx_4R
bfi_consc_9r,ecr_avo_5R
bfi_consc_9r,ecr_anx_5
bfi_consc_9r,ecr_avo_6
bfi_consc_9r,ecr_anx_6
bfi_neuro_4,bfi_open_1
bfi_neuro_4,narq_5
bfi_neuro_4,narq_3
bfi_neuro_4,bfi_agree_2
bfi_neuro_4,pvd_infectability_1
bfi_neuro_4,bfi_consc_2r
bfi_neuro_4,soi_r_attitude_6r
bfi_neuro_4,asendorpf_shyness_4r
bfi_neuro_4,bfi_neuro_2r
bfi_neuro_4,bfi_open_2
bfi_neuro_4,bfi_extra_1
bfi_neuro_4,bfi_extra_3
bfi_neuro_4,bfi_agree_3r
bfi_neuro_4,soi_r_attitude_4
bfi_neuro_4,narq_15
bfi_neuro_4,bfi_consc_3
bfi_neuro_4,soi_r_attitude_5
bfi_neuro_4,narq_2
bfi_neuro_4,asendorpf_shyness_2
bfi_neuro_4,bfi_agree_1r
bfi_neuro_4,bfi_consc_1
bfi_neuro_4,narq_11
bfi_neuro_4,bfi_neuro_1
bfi_neuro_4,bfi_extra_2r
bfi_neuro_4,bfi_neuro_3
bfi_neuro_4,narq_18
bfi_neuro_4,bfi_open_3
bfi_neuro_4,asendorpf_shyness_5
bfi_neuro_4,bfi_extra_4
bfi_neuro_4,narq_16
bfi_neuro_4,bfi_agree_4
bfi_neuro_4,bfi_consc_9r
bfi_neuro_4,bfi_open_4
bfi_neuro_4,bfi_extra_5r
bfi_neuro_4,bfi_agree_5
bfi_neuro_4,narq_1
bfi_neuro_4,bfi_consc_4r
bfi_neuro_4,bfi_neuro_5r
bfi_neuro_4,bfi_open_5
bfi_neuro_4,bfi_extra_6
bfi_neuro_4,narq_14
bfi_neuro_4,bfi_agree_6r
bfi_neuro_4,bfi_consc_5
bfi_neuro_4,asendorpf_shyness_3r
bfi_neuro_4,pvd_germ_aversion_2
bfi_neuro_4,pvd_germ_aversion_3R
bfi_neuro_4,bfi_neuro_8
bfi_neuro_4,pvd_infectability_3R
bfi_neuro_4,pvd_germ_aversion_1
bfi_neuro_4,feel_safe_walking_dark
bfi_neuro_4,feel_safe_violent_crime
bfi_neuro_4,feel_safe_sexual_assault
bfi_neuro_4,feel_safe_theft
bfi_neuro_4,bfi_open_6
bfi_neuro_4,narq_17
bfi_neuro_4,bfi_extra_7r
bfi_neuro_4,bfi_agree_7
bfi_neuro_4,narq_4
bfi_neuro_4,asendorpf_shyness_1
bfi_neuro_4,bfi_consc_6
bfi_neuro_4,bfi_neuro_6r
bfi_neuro_4,bfi_open_7r
bfi_neuro_4,narq_13
bfi_neuro_4,bfi_extra_8
bfi_neuro_4,bfi_agree_8r
bfi_neuro_4,narq_6
bfi_neuro_4,bfi_consc_7
bfi_neuro_4,bfi_neuro_7
bfi_neuro_4,narq_7
bfi_neuro_4,bfi_open_8
bfi_neuro_4,narq_12
bfi_neuro_4,bfi_open_9r
bfi_neuro_4,bfi_agree_9
bfi_neuro_4,narq_8
bfi_neuro_4,bfi_consc_8r
bfi_neuro_4,narq_9
bfi_neuro_4,narq_10
bfi_neuro_4,bfi_open_10
bfi_neuro_4,pvd_infectability_2
bfi_neuro_4,pvd_germ_aversion_4R
bfi_neuro_4,spms_partner_1
bfi_neuro_4,spms_partner_2
bfi_neuro_4,spms_partner_3R
bfi_neuro_4,satisfaction_sexual_intercourse
bfi_neuro_4,satisfaction_single_life
bfi_neuro_4,investment_potential_partner
bfi_neuro_4,quantity_potential_partner
bfi_neuro_4,relationship_importance
bfi_neuro_4,relationship_importance_partner
bfi_neuro_4,partner_attractiveness_longterm
bfi_neuro_4,partner_attractiveness_shortterm
bfi_neuro_4,partner_attractiveness_face
bfi_neuro_4,partner_attractiveness_body
bfi_neuro_4,attractiveness_warmth
bfi_neuro_4,partner_attractiveness_trust
bfi_neuro_4,partner_sexiness
bfi_neuro_4,partner_strength
bfi_neuro_4,partner_feel_safe
bfi_neuro_4,spms_self_1
bfi_neuro_4,spms_self_2
bfi_neuro_4,spms_self_3R
bfi_neuro_4,soi_r_desire_9
bfi_neuro_4,soi_r_desire_7
bfi_neuro_4,soi_r_desire_8
bfi_neuro_4,relationship_problems
bfi_neuro_4,relationship_satisfaction_overall
bfi_neuro_4,relationship_conflict
bfi_neuro_4,relationship_satisfaction_2
bfi_neuro_4,relationship_satisfaction_3
bfi_neuro_4,alternatives_1
bfi_neuro_4,alternatives_2
bfi_neuro_4,alternatives_3
bfi_neuro_4,alternatives_4
bfi_neuro_4,alternatives_5
bfi_neuro_4,alternatives_6
bfi_neuro_4,investment_1
bfi_neuro_4,investment_2
bfi_neuro_4,investment_3
bfi_neuro_4,commitment_1
bfi_neuro_4,commitment_2
bfi_neuro_4,commitment_3
bfi_neuro_4,communal_strength_1
bfi_neuro_4,communal_strength_2R
bfi_neuro_4,communal_strength_3
bfi_neuro_4,communal_strength_4
bfi_neuro_4,sexual_communal_strength_1
bfi_neuro_4,sexual_communal_strength_2
bfi_neuro_4,sexual_communal_strength_3
bfi_neuro_4,ecr_avo_1R
bfi_neuro_4,ecr_anx_1
bfi_neuro_4,ecr_avo_2
bfi_neuro_4,ecr_anx_2
bfi_neuro_4,ecr_anx_3
bfi_neuro_4,ecr_avo_3R
bfi_neuro_4,ecr_avo_4
bfi_neuro_4,ecr_anx_4R
bfi_neuro_4,ecr_avo_5R
bfi_neuro_4,ecr_anx_5
bfi_neuro_4,ecr_avo_6
bfi_neuro_4,ecr_anx_6
bfi_open_4,bfi_open_1
bfi_open_4,narq_5
bfi_open_4,narq_3
bfi_open_4,bfi_agree_2
bfi_open_4,pvd_infectability_1
bfi_open_4,bfi_consc_2r
bfi_open_4,soi_r_attitude_6r
bfi_open_4,asendorpf_shyness_4r
bfi_open_4,bfi_neuro_2r
bfi_open_4,bfi_open_2
bfi_open_4,bfi_extra_1
bfi_open_4,bfi_extra_3
bfi_open_4,bfi_agree_3r
bfi_open_4,soi_r_attitude_4
bfi_open_4,narq_15
bfi_open_4,bfi_consc_3
bfi_open_4,soi_r_attitude_5
bfi_open_4,narq_2
bfi_open_4,asendorpf_shyness_2
bfi_open_4,bfi_agree_1r
bfi_open_4,bfi_consc_1
bfi_open_4,narq_11
bfi_open_4,bfi_neuro_1
bfi_open_4,bfi_extra_2r
bfi_open_4,bfi_neuro_3
bfi_open_4,narq_18
bfi_open_4,bfi_open_3
bfi_open_4,asendorpf_shyness_5
bfi_open_4,bfi_extra_4
bfi_open_4,narq_16
bfi_open_4,bfi_agree_4
bfi_open_4,bfi_consc_9r
bfi_open_4,bfi_neuro_4
bfi_open_4,bfi_extra_5r
bfi_open_4,bfi_agree_5
bfi_open_4,narq_1
bfi_open_4,bfi_consc_4r
bfi_open_4,bfi_neuro_5r
bfi_open_4,bfi_open_5
bfi_open_4,bfi_extra_6
bfi_open_4,narq_14
bfi_open_4,bfi_agree_6r
bfi_open_4,bfi_consc_5
bfi_open_4,asendorpf_shyness_3r
bfi_open_4,pvd_germ_aversion_2
bfi_open_4,pvd_germ_aversion_3R
bfi_open_4,bfi_neuro_8
bfi_open_4,pvd_infectability_3R
bfi_open_4,pvd_germ_aversion_1
bfi_open_4,feel_safe_walking_dark
bfi_open_4,feel_safe_violent_crime
bfi_open_4,feel_safe_sexual_assault
bfi_open_4,feel_safe_theft
bfi_open_4,bfi_open_6
bfi_open_4,narq_17
bfi_open_4,bfi_extra_7r
bfi_open_4,bfi_agree_7
bfi_open_4,narq_4
bfi_open_4,asendorpf_shyness_1
bfi_open_4,bfi_consc_6
bfi_open_4,bfi_neuro_6r
bfi_open_4,bfi_open_7r
bfi_open_4,narq_13
bfi_open_4,bfi_extra_8
bfi_open_4,bfi_agree_8r
bfi_open_4,narq_6
bfi_open_4,bfi_consc_7
bfi_open_4,bfi_neuro_7
bfi_open_4,narq_7
bfi_open_4,bfi_open_8
bfi_open_4,narq_12
bfi_open_4,bfi_open_9r
bfi_open_4,bfi_agree_9
bfi_open_4,narq_8
bfi_open_4,bfi_consc_8r
bfi_open_4,narq_9
bfi_open_4,narq_10
bfi_open_4,bfi_open_10
bfi_open_4,pvd_infectability_2
bfi_open_4,pvd_germ_aversion_4R
bfi_open_4,spms_partner_1
bfi_open_4,spms_partner_2
bfi_open_4,spms_partner_3R
bfi_open_4,satisfaction_sexual_intercourse
bfi_open_4,satisfaction_single_life
bfi_open_4,investment_potential_partner
bfi_open_4,quantity_potential_partner
bfi_open_4,relationship_importance
bfi_open_4,relationship_importance_partner
bfi_open_4,partner_attractiveness_longterm
bfi_open_4,partner_attractiveness_shortterm
bfi_open_4,partner_attractiveness_face
bfi_open_4,partner_attractiveness_body
bfi_open_4,attractiveness_warmth
bfi_open_4,partner_attractiveness_trust
bfi_open_4,partner_sexiness
bfi_open_4,partner_strength
bfi_open_4,partner_feel_safe
bfi_open_4,spms_self_1
bfi_open_4,spms_self_2
bfi_open_4,spms_self_3R
bfi_open_4,soi_r_desire_9
bfi_open_4,soi_r_desire_7
bfi_open_4,soi_r_desire_8
bfi_open_4,relationship_problems
bfi_open_4,relationship_satisfaction_overall
bfi_open_4,relationship_conflict
bfi_open_4,relationship_satisfaction_2
bfi_open_4,relationship_satisfaction_3
bfi_open_4,alternatives_1
bfi_open_4,alternatives_2
bfi_open_4,alternatives_3
bfi_open_4,alternatives_4
bfi_open_4,alternatives_5
bfi_open_4,alternatives_6
bfi_open_4,investment_1
bfi_open_4,investment_2
bfi_open_4,investment_3
bfi_open_4,commitment_1
bfi_open_4,commitment_2
bfi_open_4,commitment_3
bfi_open_4,communal_strength_1
bfi_open_4,communal_strength_2R
bfi_open_4,communal_strength_3
bfi_open_4,communal_strength_4
bfi_open_4,sexual_communal_strength_1
bfi_open_4,sexual_communal_strength_2
bfi_open_4,sexual_communal_strength_3
bfi_open_4,ecr_avo_1R
bfi_open_4,ecr_anx_1
bfi_open_4,ecr_avo_2
bfi_open_4,ecr_anx_2
bfi_open_4,ecr_anx_3
bfi_open_4,ecr_avo_3R
bfi_open_4,ecr_avo_4
bfi_open_4,ecr_anx_4R
bfi_open_4,ecr_avo_5R
bfi_open_4,ecr_anx_5
bfi_open_4,ecr_avo_6
bfi_open_4,ecr_anx_6
bfi_extra_5r,bfi_open_1
bfi_extra_5r,narq_5
bfi_extra_5r,narq_3
bfi_extra_5r,bfi_agree_2
bfi_extra_5r,pvd_infectability_1
bfi_extra_5r,bfi_consc_2r
bfi_extra_5r,soi_r_attitude_6r
bfi_extra_5r,asendorpf_shyness_4r
bfi_extra_5r,bfi_neuro_2r
bfi_extra_5r,bfi_open_2
bfi_extra_5r,bfi_extra_1
bfi_extra_5r,bfi_extra_3
bfi_extra_5r,bfi_agree_3r
bfi_extra_5r,soi_r_attitude_4
bfi_extra_5r,narq_15
bfi_extra_5r,bfi_consc_3
bfi_extra_5r,soi_r_attitude_5
bfi_extra_5r,narq_2
bfi_extra_5r,asendorpf_shyness_2
bfi_extra_5r,bfi_agree_1r
bfi_extra_5r,bfi_consc_1
bfi_extra_5r,narq_11
bfi_extra_5r,bfi_neuro_1
bfi_extra_5r,bfi_extra_2r
bfi_extra_5r,bfi_neuro_3
bfi_extra_5r,narq_18
bfi_extra_5r,bfi_open_3
bfi_extra_5r,asendorpf_shyness_5
bfi_extra_5r,bfi_extra_4
bfi_extra_5r,narq_16
bfi_extra_5r,bfi_agree_4
bfi_extra_5r,bfi_consc_9r
bfi_extra_5r,bfi_neuro_4
bfi_extra_5r,bfi_open_4
bfi_extra_5r,bfi_agree_5
bfi_extra_5r,narq_1
bfi_extra_5r,bfi_consc_4r
bfi_extra_5r,bfi_neuro_5r
bfi_extra_5r,bfi_open_5
bfi_extra_5r,bfi_extra_6
bfi_extra_5r,narq_14
bfi_extra_5r,bfi_agree_6r
bfi_extra_5r,bfi_consc_5
bfi_extra_5r,asendorpf_shyness_3r
bfi_extra_5r,pvd_germ_aversion_2
bfi_extra_5r,pvd_germ_aversion_3R
bfi_extra_5r,bfi_neuro_8
bfi_extra_5r,pvd_infectability_3R
bfi_extra_5r,pvd_germ_aversion_1
bfi_extra_5r,feel_safe_walking_dark
bfi_extra_5r,feel_safe_violent_crime
bfi_extra_5r,feel_safe_sexual_assault
bfi_extra_5r,feel_safe_theft
bfi_extra_5r,bfi_open_6
bfi_extra_5r,narq_17
bfi_extra_5r,bfi_extra_7r
bfi_extra_5r,bfi_agree_7
bfi_extra_5r,narq_4
bfi_extra_5r,asendorpf_shyness_1
bfi_extra_5r,bfi_consc_6
bfi_extra_5r,bfi_neuro_6r
bfi_extra_5r,bfi_open_7r
bfi_extra_5r,narq_13
bfi_extra_5r,bfi_extra_8
bfi_extra_5r,bfi_agree_8r
bfi_extra_5r,narq_6
bfi_extra_5r,bfi_consc_7
bfi_extra_5r,bfi_neuro_7
bfi_extra_5r,narq_7
bfi_extra_5r,bfi_open_8
bfi_extra_5r,narq_12
bfi_extra_5r,bfi_open_9r
bfi_extra_5r,bfi_agree_9
bfi_extra_5r,narq_8
bfi_extra_5r,bfi_consc_8r
bfi_extra_5r,narq_9
bfi_extra_5r,narq_10
bfi_extra_5r,bfi_open_10
bfi_extra_5r,pvd_infectability_2
bfi_extra_5r,pvd_germ_aversion_4R
bfi_extra_5r,spms_partner_1
bfi_extra_5r,spms_partner_2
bfi_extra_5r,spms_partner_3R
bfi_extra_5r,satisfaction_sexual_intercourse
bfi_extra_5r,satisfaction_single_life
bfi_extra_5r,investment_potential_partner
bfi_extra_5r,quantity_potential_partner
bfi_extra_5r,relationship_importance
bfi_extra_5r,relationship_importance_partner
bfi_extra_5r,partner_attractiveness_longterm
bfi_extra_5r,partner_attractiveness_shortterm
bfi_extra_5r,partner_attractiveness_face
bfi_extra_5r,partner_attractiveness_body
bfi_extra_5r,attractiveness_warmth
bfi_extra_5r,partner_attractiveness_trust
bfi_extra_5r,partner_sexiness
bfi_extra_5r,partner_strength
bfi_extra_5r,partner_feel_safe
bfi_extra_5r,spms_self_1
bfi_extra_5r,spms_self_2
bfi_extra_5r,spms_self_3R
bfi_extra_5r,soi_r_desire_9
bfi_extra_5r,soi_r_desire_7
bfi_extra_5r,soi_r_desire_8
bfi_extra_5r,relationship_problems
bfi_extra_5r,relationship_satisfaction_overall
bfi_extra_5r,relationship_conflict
bfi_extra_5r,relationship_satisfaction_2
bfi_extra_5r,relationship_satisfaction_3
bfi_extra_5r,alternatives_1
bfi_extra_5r,alternatives_2
bfi_extra_5r,alternatives_3
bfi_extra_5r,alternatives_4
bfi_extra_5r,alternatives_5
bfi_extra_5r,alternatives_6
bfi_extra_5r,investment_1
bfi_extra_5r,investment_2
bfi_extra_5r,investment_3
bfi_extra_5r,commitment_1
bfi_extra_5r,commitment_2
bfi_extra_5r,commitment_3
bfi_extra_5r,communal_strength_1
bfi_extra_5r,communal_strength_2R
bfi_extra_5r,communal_strength_3
bfi_extra_5r,communal_strength_4
bfi_extra_5r,sexual_communal_strength_1
bfi_extra_5r,sexual_communal_strength_2
bfi_extra_5r,sexual_communal_strength_3
bfi_extra_5r,ecr_avo_1R
bfi_extra_5r,ecr_anx_1
bfi_extra_5r,ecr_avo_2
bfi_extra_5r,ecr_anx_2
bfi_extra_5r,ecr_anx_3
bfi_extra_5r,ecr_avo_3R
bfi_extra_5r,ecr_avo_4
bfi_extra_5r,ecr_anx_4R
bfi_extra_5r,ecr_avo_5R
bfi_extra_5r,ecr_anx_5
bfi_extra_5r,ecr_avo_6
bfi_extra_5r,ecr_anx_6
bfi_agree_5,bfi_open_1
bfi_agree_5,narq_5
bfi_agree_5,narq_3
bfi_agree_5,bfi_agree_2
bfi_agree_5,pvd_infectability_1
bfi_agree_5,bfi_consc_2r
bfi_agree_5,soi_r_attitude_6r
bfi_agree_5,asendorpf_shyness_4r
bfi_agree_5,bfi_neuro_2r
bfi_agree_5,bfi_open_2
bfi_agree_5,bfi_extra_1
bfi_agree_5,bfi_extra_3
bfi_agree_5,bfi_agree_3r
bfi_agree_5,soi_r_attitude_4
bfi_agree_5,narq_15
bfi_agree_5,bfi_consc_3
bfi_agree_5,soi_r_attitude_5
bfi_agree_5,narq_2
bfi_agree_5,asendorpf_shyness_2
bfi_agree_5,bfi_agree_1r
